Sentence,Word,POS,Tag
,Royal,IN,B-org
,College,IN,I-org
,hi,IN,O
,mein,IN,O
,associate,IN,O
,in,IN,O
,design,IN,O
,muqarar,IN,O
,hoein,IN,O
,.,IN,O
,
Sentence: 4378,8,IN,O
,martaba,IN,O
,ke,IN,O
,Wimbledon,IN,O
,champion,IN,O
,Roger,IN,B-per
,Federer,IN,I-per
,aalmi,IN,O
,number,IN,O
,ek,IN,O
,Novak,IN,B-per
,Djokovic,IN,I-per
,ke,IN,O
,khilaaf,IN,O
,kal,IN,O
,Wimbledon,IN,O
,ka,IN,O
,final,IN,O
,khelinge,IN,O
,.,IN,O
,
Sentence: 4379,School,IN,O
,intizamia,IN,O
,ki,IN,O
,shikayat,IN,O
,mein,IN,O
,bataya,IN,O
,gaya,IN,O
,ke,IN,O
,jaanch,IN,O
,karne,IN,O
,par,IN,O
,is,IN,O
,ke,IN,O
,zaireen,IN,O
,jama,IN,O
,par,IN,O
,khoon,IN,O
,ke,IN,O
,dhabbay,IN,O
,paye,IN,O
,gaye,IN,O
,.,IN,O
,
Sentence: 4380,badtameez,IN,O
,sahab,IN,O
,her,IN,O
,waqt,IN,O
,hi,IN,O
,net,IN,O
,per,IN,O
,bethay,IN,O
,rehtay,IN,O
,hain,IN,O
,koi,IN,O
,kaam,IN,O
,nahi,IN,O
,.,IN,O
,
Sentence: 4381,Naye,IN,O
,qanoon,IN,O
,daano,IN,O
,mein,IN,O
,degreeian,IN,O
,taqseem,IN,O
,ki,IN,O
,gayeen,IN,O
,to,IN,O
,har,IN,O
,chehra,IN,O
,khushy,IN,O
,se,IN,O
,damak,IN,O
,raha,IN,O
,tha,IN,O
,+-+-,IN,O
,walidain,IN,O
,ka,IN,O
,sir,IN,O
,fakhr,IN,O
,se,IN,O
,buland,IN,O
,tha,IN,O
,.,IN,O
,
Sentence: 4382,Mecca,IN,B-loc
,Mukarama>:,IN,I-loc
,Harmain,IN,B-loc
,Sharifin,IN,I-loc
,ki,IN,O
,General,IN,O
,Presidency,IN,O
,ki,IN,O
,janib,IN,O
,se,IN,O
,Haram,IN,B-loc
,muki,IN,O
,ki,IN,O
,teesri,IN,O
,towsee,IN,O
,ke,IN,O
,mansoobay,IN,O
,par,IN,O
,kaam,IN,O
,dobarah,IN,O
,shuru,IN,O
,karne,IN,O
,ki,IN,O
,ijazat,IN,O
,day,IN,O
,di,IN,O
,gayi,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4383,bohat,IN,O
,hi,IN,O
,umda,IN,O
,design,IN,O
,banaya,IN,O
,hai,IN,O
,
Sentence: 4384,Taliban,IN,B-org
,ke,IN,O
,members,IN,O
,ne,IN,O
,tasaveer,IN,O
,aur,IN,O
,footage,IN,O
,faraham,IN,O
,kee,IN,O
,+-+-,IN,O
,jis,IN,O
,mein,IN,O
,unhon,IN,O
,ne,IN,O
,daawa,IN,O
,kiya,IN,O
,hai,IN,O
,ke,IN,O
,riha,IN,O
,honay,IN,O
,walay,IN,O
,members,IN,O
,ka,IN,O
,khaer,IN,O
,maqdam,IN,O
,kiya,IN,O
,gaya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4385,Acha,IN,O
,hai,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,Quality,IN,O
,or,IN,O
,price,IN,O
,dono,IN,O
,ache,IN,O
,hain,IN,O
,.,IN,O
,.,IN,O
,Read,IN,O
,more,IN,O
,
Sentence: 4386,Shah,IN,B-per
,bewafa,IN,O
,hai,IN,O
,aur,IN,O
,sath,IN,O
,hi,IN,O
,chaye,IN,O
,walay,IN,O
,chaye,IN,O
,pile,IN,O
,aur,IN,O
,NRC,IN,O
,+-+-,IN,O
,CAA,IN,O
,aur,IN,O
,NPR,IN,O
,mustard,IN,O
,jaisay,IN,O
,jumlay,IN,O
,tehreer,IN,O
,they,IN,O
,
Sentence: 4387,Jab,IN,O
,wo,IN,O
,ghar,IN,O
,aate,IN,O
,hain,IN,O
,to,IN,O
,apna,IN,O
,phone,IN,O
,door,IN,O
,rakh,IN,O
,dete,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 4388,Rachakonda,IN,B-loc
,ke,IN,O
,commissioner,IN,O
,Mahesh,IN,B-per
,Bhagwat,IN,I-per
,ne,IN,O
,jummay,IN,O
,ko,IN,O
,Aga,IN,B-org
,khan,IN,I-org
,Academy,IN,I-org
,(,IN,O
,AKA,IN,B-org
,),IN,O
,+-+-,IN,O
,Pahadisharif,IN,B-loc
,mein,IN,O
,munaqidah,IN,O
,ek,IN,O
,takreeb,IN,O
,mein,IN,O
,14,IN,O
,CCTV,IN,O
,cameroun,IN,O
,ka,IN,O
,iftitah,IN,O
,kiya,IN,O
,+-+-,IN,O
,Jin,IN,O
,mein,IN,O
,2,IN,O
,khudkar,IN,O
,number,IN,O
,plate,IN,O
,ki,IN,O
,shanakht,IN,O
,CCTV,IN,O
,camera,IN,O
,bhi,IN,O
,shaamil,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 4389,Pir,IN,B-per
,Ali,IN,I-per
,Rashdi,IN,I-per
,1972,IN,O
,mein,IN,O
,hukomat,IN,B-org
,Pakistan,IN,I-org
,ke,IN,O
,musheer,IN,O
,khas,IN,O
,barae,IN,O
,ittelaat,IN,O
,o,IN,O
,nashriyat,IN,O
,muqarrar,IN,O
,hue,IN,O
,aur,IN,O
,Pakistan,IN,B-org
,National,IN,I-org
,Centers,IN,I-org
,ke,IN,O
,chairman,IN,O
,bana,IN,O
,diye,IN,O
,gaye,IN,O
,
Sentence: 4390,tum,IN,O
,jo,IN,O
,hanstay,IN,O
,ho,IN,O
,to,IN,O
,phoolon,IN,O
,ki,IN,O
,adaa,IN,O
,lagtay,IN,O
,ho,IN,O
,aur,IN,O
,chaltay,IN,O
,ho,IN,O
,to,IN,O
,ek,IN,O
,baad,IN,O
,e,IN,O
,saba,IN,O
,lagtay,IN,O
,ho,IN,O
,kch,IN,O
,na,IN,O
,kehna,IN,O
,meray,IN,O
,kandhay,IN,O
,py,IN,O
,jhuka,IN,O
,kay,IN,O
,sar,IN,O
,ko,IN,O
,kitnay,IN,O
,masoom,IN,O
,ho,IN,O
,tasveer,IN,O
,e,IN,O
,wafa,IN,O
,lagtay,IN,O
,ho,IN,O
,kis,IN,O
,trf,IN,O
,jaoo,IN,O
,gy,IN,O
,zulfoon,IN,O
,kay,IN,O
,ye,IN,O
,badal,IN,O
,ly,IN,O
,kr,IN,O
,aaj,IN,O
,machleee,IN,O
,hui,IN,O
,sawan,IN,O
,ki,IN,O
,ghata,IN,O
,lagtay,IN,O
,ho,IN,O
,tum,IN,O
,jisay,IN,O
,dekh,IN,O
,lo,IN,O
,peenay,IN,O
,ki,IN,O
,zarurat,IN,O
,kya,IN,O
,hai,IN,O
,zindagy,IN,O
,bhar,IN,O
,jo,IN,O
,rahay,IN,O
,aisa,IN,O
,nasha,IN,O
,lagtay,IN,O
,ho,IN,O
,main,IN,O
,ny,IN,O
,mehsus,IN,O
,kiya,IN,O
,tum,IN,O
,sy,IN,O
,2,IN,O
,baaten,IN,O
,kr,IN,O
,kay,IN,O
,tum,IN,O
,zamanay,IN,O
,main,IN,O
,zamanay,IN,O
,sy,IN,O
,jusaa,IN,O
,lagtay,IN,O
,ho,IN,O
,
Sentence: 4391,Online,IN,O
,nikah,IN,O
,ke,IN,O
,hawalay,IN,O
,se,IN,O
,ittila,IN,O
,melitay,IN,O
,hi,IN,O
,shadi,IN,O
,ke,IN,O
,khawahish,IN,O
,mand,IN,O
,jodoun,IN,O
,ke,IN,O
,halqoun,IN,O
,mein,IN,O
,khusi,IN,O
,ki,IN,O
,lehar,IN,O
,daud,IN,O
,gayi,IN,O
,.,IN,O
,
Sentence: 4392,Maalik,IN,B-per
,ko,IN,O
,gaadi,IN,O
,90,IN,O
,second,IN,O
,ke,IN,O
,andar,IN,O
,khudkaar,IN,O
,nizaam,IN,O
,ke,IN,O
,tehat,IN,O
,daydi,IN,O
,jati,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4393,Gaayi,IN,B-per
,Ki,IN,O
,Halakat,IN,O
,Ke,IN,O
,Baad,IN,O
,+-+-,IN,O
,Gaoun,IN,O
,Ke,IN,O
,Sarpanch,IN,O
,Ke,IN,O
,Khilaaf,IN,O
,Muqadma,IN,O
,Darj,IN,O
,
Sentence: 4394,Baba,IN,O
,Sahib,IN,O
,Ambedkar,IN,B-per
,ke,IN,O
,nazriaat,IN,O
,fashist,IN,O
,nazriaat,IN,O
,par,IN,O
,din,IN,O
,badan,IN,O
,haawi,IN,O
,hoti,IN,O
,jarahi,IN,O
,hain,IN,O
,aur,IN,O
,logoun,IN,O
,ko,IN,O
,firqa,IN,O
,aur,IN,O
,zaat,IN,O
,paat,IN,O
,ki,IN,O
,bunyaad,IN,O
,par,IN,O
,taqseem,IN,O
,karne,IN,O
,walay,IN,O
,fashist,IN,O
,taqatoun,IN,O
,SDPI,IN,B-org
,ko,IN,O
,yaqeenan,IN,O
,is,IN,O
,se,IN,O
,khatrah,IN,O
,mehsoos,IN,O
,ho,IN,O
,sakta,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4395,Aqamah,IN,O
,+-+-,IN,O
,mehnat,IN,O
,aur,IN,O
,sarhadi,IN,O
,salamti,IN,O
,qawaneen,IN,O
,ki,IN,O
,khilaaf,IN,O
,warzi,IN,O
,karne,IN,O
,walon,IN,O
,ko,IN,O
,safar,IN,O
,aur,IN,O
,rehaish,IN,O
,ki,IN,O
,sahoolat,IN,O
,faraham,IN,O
,karne,IN,O
,aur,IN,O
,inhen,IN,O
,qanoon,IN,O
,nafiz,IN,O
,karne,IN,O
,walay,IN,O
,idaron,IN,O
,se,IN,O
,chupane,IN,O
,par,IN,O
,4,IN,O
,hazaar,IN,O
,643,IN,O
,girftar,IN,O
,kiye,IN,O
,gaye,IN,O
,.,IN,O
,
Sentence: 4396,3,IN,O
,ashray,IN,O
,qabal,IN,O
,misrion,IN,O
,ki,IN,O
,tadaad,IN,O
,57,IN,O
,million,IN,O
,thi,IN,O
,.,IN,O
,
Sentence: 4397,Baad,IN,O
,mein,IN,O
,jab,IN,O
,is,IN,O
,ke,IN,O
,kunba,IN,O
,walon,IN,O
,ne,IN,O
,Priyanka,IN,B-per
,se,IN,O
,rabita,IN,O
,karne,IN,O
,ki,IN,O
,koshish,IN,O
,ki,IN,O
,to,IN,O
,is,IN,O
,ka,IN,O
,mobile,IN,O
,phone,IN,O
,band,IN,O
,tha,IN,O
,.,IN,O
,
Sentence: 4398,rana,IN,B-per
,sanaullah,IN,I-per
,k,IN,O
,harnay,IN,O
,pe,IN,O
,sirf,IN,O
,pti,IN,B-org
,walay,IN,O
,nai,IN,O
,pmln,IN,B-org
,walay,IN,O
,bhi,IN,O
,khush,IN,O
,hain,IN,O
,
Sentence: 4399,KCA,IN,B-org
,ne,IN,O
,37,IN,O
,sala,IN,O
,Sreesanth,IN,B-per
,ki,IN,O
,wapsi,IN,O
,ke,IN,O
,imkanaat,IN,O
,par,IN,O
,khushi,IN,O
,ka,IN,O
,izhaar,IN,O
,kiya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4400,Zarai,IN,O
,K,IN,O
,Mutabiq,IN,O
,Guzishta,IN,O
,Roz,IN,O
,Asif,IN,B-per
,Ali,IN,I-per
,Zardari,IN,I-per
,Ne,IN,O
,Army,IN,O
,Chief,IN,O
,Se,IN,O
,Mulaqat,IN,O
,Karna,IN,O
,Chahi,IN,O
,Lakin,IN,O
,Army,IN,O
,Chief,IN,O
,Ne,IN,O
,Mulaqat,IN,O
,Karne,IN,O
,Se,IN,O
,Inkar,IN,O
,Kardia,IN,O
,
Sentence: 4401,khalon,IN,O
,mein,IN,O
,unhain,IN,O
,cricket,IN,O
,say,IN,O
,lagaou,IN,O
,hai,IN,O
,
Sentence: 4402,Kozhikode>:,IN,B-loc
,khawateen,IN,I-loc
,ke,IN,I-loc
,mutaliq,IN,I-loc
,yeh,IN,I-loc
,baat,IN,I-loc
,mashhoor,IN,I-loc
,hai,IN,I-loc
,ke,IN,I-loc
,woh,IN,I-loc
,khandan,IN,I-loc
,ke,IN,I-loc
,liye,IN,I-loc
,bohat,IN,I-loc
,se,IN,I-loc
,qurbaniyan,IN,I-loc
,deti,IN,I-loc
,hain,IN,I-loc
,aur,IN,I-loc
,waqt,IN,I-loc
,padney,IN,I-loc
,par,IN,I-loc
,woh,IN,I-loc
,khandan,IN,I-loc
,ke,IN,I-loc
,liye,IN,I-loc
,jaan,IN,I-loc
,bhi,IN,I-loc
,deti,IN,I-loc
,hain,IN,I-loc
,lekin,IN,I-loc
,ek,IN,I-loc
,waqea,IN,I-loc
,aisa,IN,I-loc
,bhi,IN,I-loc
,runuma,IN,I-loc
,hua,IN,I-loc
,jahan,IN,I-loc
,ek,IN,I-loc
,khatoon,IN,I-loc
,ne,IN,I-loc
,ek,IN,I-loc
,nahi,IN,I-loc
,do,IN,I-loc
,nahi,IN,I-loc
,17,IN,I-loc
,barsoun,IN,I-loc
,mein,IN,I-loc
,apne,IN,I-loc
,kayi,IN,I-loc
,afraad-e-khandan,IN,I-loc
,ko,IN,I-loc
,mout,IN,I-loc
,ki,IN,I-loc
,neend,IN,I-loc
,suladi,IN,I-loc
,.,IN,I-loc
,
Sentence: 4403,Riyadh>:,IN,B-loc
,Saudi,IN,B-loc
,Arab,IN,I-loc
,aur,IN,O
,China,IN,B-loc
,ne,IN,O
,safarti,IN,O
,taluqaat,IN,O
,ke,IN,O
,qiyam,IN,O
,ki,IN,O
,30,IN,O
,we,IN,O
,saalgirah,IN,O
,ke,IN,O
,mauqa,IN,O
,par,IN,O
,mushtarqa,IN,O
,video,IN,O
,seminar,IN,O
,munaqqid,IN,O
,kiya,IN,O
,.,IN,O
,
Sentence: 4404,musafiro,IN,O
,ne,IN,O
,mazeed,IN,O
,kaha,IN,O
,hi,IN,O
,ki,IN,O
,chaton,IN,O
,se,IN,O
,pani,IN,O
,tapaknay,IN,O
,ki,IN,O
,wajah,IN,O
,se,IN,O
,nah,IN,O
,sirf,IN,O
,daftar,IN,O
,rawaangi,IN,O
,ke,IN,O
,waqt,IN,O
,pehnay,IN,O
,jany,IN,O
,walay,IN,O
,behtar,IN,O
,kapray,IN,O
,balkay,IN,O
,mobile,IN,O
,aur,IN,O
,deegar,IN,O
,electronic,IN,O
,alaat,IN,O
,ko,IN,O
,bhi,IN,O
,nuqsaan,IN,O
,hwa,IN,O
,hai,IN,O
,kyunkay,IN,O
,kisi,IN,O
,ne,IN,O
,yeh,IN,O
,gumaan,IN,O
,nahi,IN,O
,kya,IN,O
,tha,IN,O
,ke,IN,O
,aala,IN,O
,miyaar,IN,O
,ki,IN,O
,tasawwur,IN,O
,ki,IN,O
,jany,IN,O
,wali,IN,O
,hyderabad,IN,B-org
,metro,IN,I-org
,Rail,IN,I-org
,mein,IN,O
,is,IN,O
,terhan,IN,O
,ka,IN,O
,masla,IN,O
,darpaish,IN,O
,hoga,IN,O
,.,IN,O
,
Sentence: 4405,boht,IN,O
,umda,IN,O
,
Sentence: 4406,aik,IN,O
,hi,IN,O
,mozu,IN,O
,ko,IN,O
,bht,IN,O
,kheench,IN,O
,rhy,IN,O
,hein,IN,O
,
Sentence: 4407,Hyderabad,IN,B-loc
,central,IN,I-loc
,university,IN,I-loc
,ke,IN,O
,campus,IN,O
,mein,IN,O
,aawara,IN,O
,kutton,IN,O
,ki,IN,O
,wajah,IN,O
,se,IN,O
,talbaa,IN,O
,+-+-,IN,O
,asaetzh,IN,O
,aur,IN,O
,deegar,IN,O
,afraad,IN,O
,ko,IN,O
,jahan,IN,O
,pehlay,IN,O
,se,IN,O
,hi,IN,O
,khatrah,IN,O
,mojood,IN,O
,hai,IN,O
,ab,IN,O
,un,IN,O
,ki,IN,O
,mojoodgi,IN,O
,jungli,IN,O
,janwaron,IN,O
,ke,IN,O
,liye,IN,O
,bhi,IN,O
,sangeen,IN,O
,khatrah,IN,O
,ban,IN,O
,chuki,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4408,aryyyy,IN,O
,yr,IN,O
,kahan,IN,O
,se,IN,O
,laty,IN,O
,ho,IN,O
,ap,IN,O
,log,IN,O
,
Sentence: 4409,Ghussay,IN,O
,Ka,IN,O
,Karwa,IN,O
,Ghoont,IN,O
,Pee,IN,O
,Jaya,IN,O
,Karo,IN,O
,
Sentence: 4410,Is,IN,O
,ke,IN,O
,sath,IN,O
,hi,IN,O
,+-+-,IN,O
,unhoun,IN,O
,ne,IN,O
,bataya,IN,O
,ke,IN,O
,hukoomat,IN,O
,ne,IN,O
,Jammu,IN,B-loc
,o,IN,I-loc
,Kashmir,IN,I-loc
,ke,IN,O
,Hospitaloun,IN,O
,mein,IN,O
,Broadband,IN,O
,service,IN,O
,muta-arif,IN,O
,karvane,IN,O
,ka,IN,O
,bhi,IN,O
,elaan,IN,O
,kiya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4411,bohat,IN,O
,achi,IN,O
,sharing,IN,O
,hy,IN,O
,.,IN,O
,.,IN,O
,thx,IN,O
,
Sentence: 4412,amshahidlatif,IN,O
,abhi,IN,O
,toh,IN,O
,samaj,IN,O
,jana,IN,O
,chaye,IN,O
,pmln,IN,B-org
,ppp,IN,B-org
,etc,IN,O
,ki,IN,O
,emandari,IN,O
,se,IN,O
,pahli,IN,O
,bar,IN,O
,pti,IN,B-org
,ny,IN,O
,win,IN,O
,kia,IN,O
,maza,IN,O
,aa,IN,O
,gia,IN,O
,pti,IN,B-org
,zindabad,IN,O
,
Sentence: 4413,Shahrukh,IN,B-per
,khan,IN,I-per
,sirf,IN,O
,apne,IN,O
,mulk,IN,O
,mein,IN,O
,he,IN,O
,nahi,IN,O
,bal,IN,O
,ke,IN,O
,bohar,IN,O
,se,IN,O
,deegar,IN,O
,mumalik,IN,O
,mein,IN,O
,bhi,IN,O
,bohat,IN,O
,maqbool,IN,O
,hain,IN,O
,aur,IN,O
,india,IN,B-loc
,mein,IN,O
,box,IN,O
,office,IN,O
,par,IN,O
,inhe,IN,O
,number,IN,O
,one,IN,O
,samjha,IN,O
,jata,IN,O
,hai,IN,O
,
Sentence: 4414,Tamil,IN,B-loc
,Nadu,IN,I-loc
,ke,IN,O
,Chennai,IN,B-loc
,mein,IN,O
,haftay,IN,O
,ke,IN,O
,roz,IN,O
,Tamil,IN,B-org
,Nadu,IN,I-org
,Towheed,IN,I-org
,Jamaath,IN,I-org
,jamaat,IN,I-org
,(,IN,O
,TNTJ,IN,B-org
,),IN,O
,ke,IN,O
,arkaan,IN,O
,ne,IN,O
,Shehriat,IN,O
,Tarmeemi,IN,O
,Act,IN,O
,(,IN,O
,CAA,IN,O
,),IN,O
,aur,IN,O
,National,IN,O
,Register,IN,O
,of,IN,O
,Citizen,IN,O
,(,IN,O
,NRC,IN,O
,),IN,O
,ke,IN,O
,khilaaf,IN,O
,ehtajaji,IN,O
,muzahira,IN,O
,kiya,IN,O
,aur,IN,O
,ek,IN,O
,zabar,IN,O
,dast,IN,O
,rally,IN,O
,nikaali,IN,O
,.,IN,O
,
Sentence: 4415,chalo,IN,O
,ji,IN,O
,aatir,IN,B-per
,sahab,IN,O
,khud,IN,O
,hee,IN,O
,badmash,IN,O
,niklay,IN,O
,.,IN,O
,sotaili,IN,O
,amman,IN,O
,ruhi,IN,B-per
,ko,IN,O
,yunhi,IN,O
,mashkook,IN,O
,banaya,IN,O
,hua,IN,O
,tha,IN,O
,&,IN,O
,amp,IN,O
,;,IN,O
,zain,IN,B-per
,becharay,IN,O
,ko,IN,O
,bhi,IN,O
,fuzool,IN,O
,main,IN,O
,chamaat,IN,O
,pertay,IN,O
,rehtay,IN,O
,thay,IN,O
,.,IN,O
,
Sentence: 4416,Is,IN,O
,Park,IN,O
,ko,IN,O
,sirsabz-o-shadaab,IN,O
,lawn,IN,O
,+-+-,IN,O
,Water,IN,O
,Cascade,IN,O
,aur,IN,O
,rangeen,IN,O
,wall,IN,O
,paintings,IN,O
,ke,IN,O
,sath,IN,O
,sajaya,IN,O
,gaya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 4417,good,IN,O
,movie,IN,O
,love,IN,O
,the,IN,O
,line,IN,O
,bismillah,IN,O
,ami,IN,O
,g,IN,O
,gir,IN,O
,gain,IN,O
,and,IN,O
,many,IN,O
,more,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,but,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,firstly,IN,O
,some,IN,O
,parts,IN,O
,of,IN,O
,the,IN,O
,movie,IN,O
,were,IN,O
,the,IN,O
,copied,IN,O
,from,IN,O
,house,IN,O
,full,IN,O
,and,IN,O
,last,IN,O
,
Sentence: 4418,mrakshi,IN,O
,wazeer,IN,O
,kharja,IN,O
,Nasir,IN,B-per
,Boritha,IN,I-per
,nay,IN,O
,mangal,IN,O
,ke,IN,O
,roz,IN,O
,sahafion,IN,O
,se,IN,O
,guftagu,IN,O
,karte,IN,O
,hue,IN,O
,kaha,IN,O
,ke,IN,O
,t_hran,IN,B-loc
,mein,IN,O
,mrakshi,IN,B-org
,sifarat,IN,I-org
,khanah,IN,I-org
,band,IN,O
,kar,IN,O
,diya,IN,O
,jaye,IN,O
,ga,IN,O
,aur,IN,O
,Rabat,IN,B-loc
,mein,IN,O
,mtayin,IN,O
,irani,IN,O
,safeer,IN,O
,ko,IN,O
,mulk,IN,O
,se,IN,O
,be,IN,O
,dakhal,IN,O
,kar,IN,O
,diya,IN,O
,jaye,IN,O
,ga,IN,O
,.,IN,O
,
Sentence: 4419,Tamam,IN,O
,afraad,IN,O
,hifazati,IN,O
,iqdamaat,IN,O
,aur,IN,O
,tadresi,IN,O
,ki,IN,O
,pabandi,IN,O
,karen,IN,O
,aur,IN,O
,sahet,IN,O
,ke,IN,O
,hawalay,IN,O
,se,IN,O
,hidayat,IN,O
,par,IN,O
,amal,IN,O
,karen,IN,O
,taakay,IN,O
,Coronavirus,IN,O
,ke,IN,O
,phelao,IN,O
,ko,IN,O
,roka,IN,O
,ja,IN,O
,sakay,IN,O
,.,IN,O
,
Sentence: 4420,Colours,IN,O
,TV,IN,O
,Channel,IN,O
,ke,IN,O
,numaindon,IN,O
,ne,IN,O
,usay,IN,O
,qiyaas,IN,O
,aarai,IN,O
,qarar,IN,O
,diya,IN,O
,taham,IN,O
,Farooq,IN,B-per
,Darr,IN,I-per
,ke,IN,O
,id-daa,IN,O
,ki,IN,O
,nah,IN,O
,hi,IN,O
,toseeq,IN,O
,ki,IN,O
,aur,IN,O
,nah,IN,O
,hi,IN,O
,tardeed,IN,O
,.,IN,O
,
Sentence: 4421,security,IN,O
,forces,IN,O
,ki,IN,O
,tadaad,IN,O
,hazaroun,IN,O
,mein,IN,O
,nahi,IN,O
,hogi,IN,O
,.,IN,O
,
Sentence: 4422,Ye,IN,O
,Saudi,IN,B-loc
,mulazimeen,IN,O
,ki,IN,O
,jumla,IN,O
,abadi,IN,O
,ka,IN,O
,47,IN,O
,feesad,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 4423,kashmiri,IN,B-org
,police,IN,I-org
,ahelkaaron,IN,O
,se,IN,O
,sarkaari,IN,O
,aslehah,IN,O
,le,IN,O
,ker,IN,O
,unhen,IN,O
,sideline,IN,O
,ker,IN,O
,diya,IN,O
,gaya,IN,O
,.,IN,O
,kashmiri,IN,B-org
,police,IN,I-org
,ka,IN,O
,kehna,IN,O
,hai,IN,O
,ke,IN,O
,unki,IN,O
,haisiyat,IN,O
,bharti,IN,O
,foujiyon,IN,O
,ke,IN,O
,madadgaar,IN,O
,ki,IN,O
,si,IN,O
,reh,IN,O
,gayi,IN,O
,hai,IN,O
,
Sentence: 4424,Europi,IN,O
,intikhabaat,IN,O
,ke,IN,O
,nataij,IN,O
,mein,IN,O
,dekha,IN,O
,gaya,IN,O
,gaya,IN,O
,ke,IN,O
,unki,IN,O
,jamaat,IN,O
,ko,IN,O
,10,IN,O
,feesad,IN,O
,se,IN,O
,bhi,IN,O
,kam,IN,O
,vote,IN,O
,miley,IN,O
,jo,IN,O
,2014,IN,O
,mein,IN,O
,25,IN,O
,feesad,IN,O
,they,IN,O
,+-+-,IN,O
,isse,IN,O
,yeh,IN,O
,wazeh,IN,O
,hai,IN,O
,ke,IN,O
,hukoomat,IN,O
,ko,IN,O
,Brexit,IN,O
,par,IN,O
,amal,IN,O
,karna,IN,O
,hoga,IN,O
,taakay,IN,O
,jamhoriat,IN,O
,par,IN,O
,dobarah,IN,O
,yaqeen,IN,O
,bahaal,IN,O
,hosakay,IN,O
,.,IN,O
,
Sentence: 4425,Unhon,IN,O
,ney,IN,O
,jab,IN,O
,is,IN,O
,jodey,IN,O
,ko,IN,O
,qareeb,IN,O
,mein,IN,O
,baithy,IN,O
,dekha,IN,O
,to,IN,O
,nah,IN,O
,jaaney,IN,O
,kya,IN,O
,soch,IN,O
,kar,IN,O
,mard,IN,O
,par,IN,O
,fiqray,IN,O
,kasnay,IN,O
,shuru,IN,O
,kardiye,IN,O
,.,IN,O
,
Sentence: 4426,judges,IN,O
,ko,IN,O
,chahey,IN,O
,juldi,IN,O
,faisla,IN,O
,sunaa,IN,O
,dean,IN,O
,suna,IN,O
,hay,IN,O
,lahore,IN,B-loc
,mean,IN,O
,ik,IN,O
,aur,IN,O
,dhamaka,IN,O
,ho,IN,O
,gia,IN,O
,hay,IN,O
,kon,IN,O
,kon,IN,O
,iss,IN,O
,kay,IN,O
,peechay,IN,O
,ho,IN,O
,sakta,IN,O
,haypanamaa,IN,O
,say,IN,O
,tu,IN,O
,nahi,IN,O
,koe,IN,O
,loog,IN,O
,aa,IN,O
,gaey,IN,O
,
Sentence: 4427,aisay,IN,O
,hi,IN,O
,tou,IN,O
,nahi,IN,O
,wo,IN,O
,imran,IN,B-per
,khan,IN,I-per
,
Sentence: 4428,isb,IN,B-loc
,amnesty,IN,O
,scheme,IN,O
,aaj,IN,O
,khattam,IN,O
,hojaiga,IN,O
,karachi,IN,B-loc
,pti,IN,B-org
,mqm,IN,B-org
,muzakerat,IN,O
,kamiyab,IN,O
,mqm,IN,B-org
,ka,IN,O
,wifaq,IN,O
,main,IN,O
,pti,IN,B-org
,ki,IN,O
,ghair,IN,O
,mashroot,IN,O
,himayat,IN,O
,ka,IN,O
,faisla,IN,O
,
Sentence: 4429,Mujhe,IN,O
,chahye,IN,O
,
Sentence: 4430,Aramco,IN,B-org
,ne,IN,O
,aam,IN,O
,afraad,IN,O
,ke,IN,O
,liye,IN,O
,0,IN,O
,.,IN,O
,5,IN,O
,feesad,IN,O
,share,IN,O
,mukhtas,IN,O
,kiye,IN,O
,hain,IN,O
,jabkay,IN,O
,idaroun,IN,O
,ko,IN,O
,ek,IN,O
,ke,IN,O
,liye,IN,O
,ek,IN,O
,feesad,IN,O
,share,IN,O
,muqarrar,IN,O
,kiye,IN,O
,gaye,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 4431,allah,IN,O
,kareem,IN,O
,hamary,IN,O
,mulk,IN,O
,per,IN,O
,reham,IN,O
,farmay,IN,O
,aur,IN,O
,is,IN,O
,ma,IN,O
,sy,IN,O
,zulam,IN,O
,fasad,IN,O
,aur,IN,O
,choor,IN,O
,bazari,IN,O
,ko,IN,O
,khatam,IN,O
,farmayaameen,IN,O
,.,IN,O
,
Sentence: 4432,corruption,IN,O
,per,IN,O
,report,IN,O
,hakumat,IN,O
,ke,IN,O
,moun,IN,O
,per,IN,O
,tamanchah,IN,O
,hai,IN,O
,
Sentence: 4433,Taham,IN,O
,ye,IN,O
,Iran,IN,B-loc
,ke,IN,O
,aala,IN,O
,general,IN,O
,Qasem,IN,B-per
,Soleimani,IN,I-per
